"vo_avg s valence electrons","vo_avg p valence electrons","vo_avg d valence electrons","vo_avg f valence electrons","PymatgenData mean Z","PymatgenData mean ionization_energy","PymatgenData mean electron_affinity","band center","PymatgenData mean atomic_radius","PymatgenData mean max_oxidation_state","PymatgenData mean X","PymatgenData mean mendeleev_no","PymatgenData mean row","PymatgenData mean group","PymatgenData mean atomic_mass","min_diff_X_all_atoms","target_H_min_sp_e"
1.125,0.25,10,12.25,75.375,8.9903495,2.15904274375,5.54799997944408,1.3625,4.875,2.4675,71.625,5.875,11.375,187.184497875,0.58,0.355565599999977
1.125,0,10,0,44.875,7.803479375,1.063913875,4.47073067488068,1.56875,2.875,1.895,71.625,4.875,11.125,102.5608,0.28,0.356871330000004
1.75,0,10,0,47.75,8.6394235,-0.21388175,4.4827235984256,1.5625,2.25,1.75,74,5,11.75,111.2753,0.24,0.357646780000003
1.375,0,10,7,56.625,9.082630125,1.08486425,5.16836290588168,1.38125,3.625,2.13,72.375,5.125,11.375,136.4951845,0.28,0.362866389999994
1.7,0,10,4.2,57.3,9.0633402,0.188583075,4.84577566163703,1.49,2.9,1.945,73.5,5.3,11.7,137.7776707,0.85,0.364249119999997
1.125,0,10,0,47.125,7.75343225,1.051413875,4.44647624600568,1.59375,2.875,1.9,71.5,5,11.125,108.43605,0.24,0.366680950000003
2,0.5,10,0,48.5,8.5813445,-0.26198245,4.42850028707998,1.525,2.5,1.7575,77,5,12.5,113.98575,0.27,0.369277290000007
1.333,0,10,7,63.333,8.872950138,1.132392116,5.08192744718464,1.45835,3.667,2.15508,71.832,5.5,11.333,153.9301369,0.24,0.369659980000009
1.66633366633367,0,10,2.33566433566434,41.010989010989,9.06276522977023,0.189655247502497,4.8153637363042,1.39170829170829,2.66733266733267,1.84519480519481,74.1648351648352,4.5004995004995,11.6663336663337,94.4407686543457,0.28,0.373351110000002
1.5,0.25,10,10.5,71.75,8.388303825,1.0543184225,4.66067349331776,1.5375,3.75,2.0975,73.25,5.75,11.75,177.6818595,0.0699999999999998,0.375423550000008
1.375,0.375,10,0,47.75,6.9050296375,0.927420625,3.85313096778826,1.58125,3,1.87375,74,5,11.75,110.474375,0.15,0.375644029999989
1.5,1.5,10,0,49,7.59214825,0.97458795,4.28198246877007,1.4375,4,2.02,79.5,5,13,115.6375,0.24,0.375992730000007
1.385,0,10,1.078,42.919,8.403147395,0.64086946325,4.62927088412678,1.4845,2.769,1.86917,72.848,4.692,11.385,98.381982413,0.28,0.376849590000006
1.571,0,10,0,47.571,8.385675606,0.148498917,4.4723122667909,1.57145,2.429,1.79296,73.284,5,11.571,110.4621388,0.24,0.377154769999997
1.125,0.125,10,0,47.25,7.3524992125,1.178788875,4.23459398906423,1.59375,3,1.91125,72,5,11.25,108.736925,0.15,0.377615300000002
1.667,1.334,10,4.662,59.657,7.970502788,1.51051803665,4.6888294848154,1.4167,4.333,2.15314,78.671,5.333,13.001,144.769437477,0.58,0.378139559999994
1.8,0,10,2.8,39.8,9.3604684,-0.0342779499999999,4.89417907085807,1.35,2.6,1.828,74.8,4.4,11.8,91.7205138,0.89,0.378626230000009
2,1.125,10,12.25,77.125,6.2627411375,0.41905531625,3.27173244413787,1.84375,3.125,1.6625,78.625,5.875,13.125,193.6741375,0.34,0.384491320000009
1.75,0.75,10,14,80.5,6.887603975,0.817192455,3.66771605335405,1.7625,3.5,1.85,76,6,12.5,202.52911725,0.92,0.385242649999995
1.18181818181818,0,10,6.36363636363636,58.4545454545455,8.65646363636364,1.41099484090909,5.0517840921238,1.44090909090909,3.72727272727273,2.15636363636364,71.4545454545455,5.27272727272727,11.1818181818182,140.647604090909,0.28,0.386963040000012
1.334,1.334,10,0,48.668,7.674560693,0.928943843,4.29994267009209,1.43335,4,2.03992,78.338,5,12.668,114.61743,0.24,0.391668359999983
1.571,1.142,10,0,48.713,7.443581564,1.1946110012,4.31756804127716,1.51435,3.571,1.94713,77.852,5,12.713,114.0588678,0.03,0.391935080000025
1.75,1.25,10,0,49,7.012606425,0.95690335,3.94223224018559,1.5125,3.5,1.9075,79,5,13,115.02655,0.03,0.394563599999998
1.556,0.556,10,14,80.112,7.4923537148,1.20297252464,4.12332720913682,1.6558,3.888,2.02848,74.448,6,12.112,201.090271436,0.92,0.39975244
1.5,0,10,2.338,52.844,8.56046344,0.45992742075,4.66783832625064,1.53325,2.834,1.91187,72.833,5.167,11.5,125.019027623,0.24,0.404166260000004
1.625,0,10,0,47.625,8.46222525,0.0391773750000001,4.47545056581533,1.56875,2.375,1.78,73.5,5,11.625,110.70745,0.24,0.409767389999999
1.667,0.667,10,0,48.334,6.3823851739,0.633822509,3.45086603619507,1.56665,3,1.82995,76.336,5,12.334,112.5037166,0.15,0.413696169999994
2,0.5,10,0,39.5,7.59027635,-0.1605,3.78081721219819,1.45,2.5,1.715,77.5,4.5,12.5,90.1135,0.13,0.413955799999997
2,0.25,10,0,48.25,8.191953925,-0.46525,4.0789084294114,1.55,2.25,1.7125,76,5,12.25,113.01275,0.0900000000000001,0.414854600000005
1.125,0.125,10,3.5,55.25,7.5989056625,1.30693768,4.39505964666499,1.60625,3.25,1.9675,71.75,5.25,11.25,131.069883625,0.31,0.415012319999988
2,0.666,10,4.662,59.322,8.4686323467,-0.3614518404,4.28537596769606,1.63325,2.666,1.90312,77.331,5.333,12.666,143.975737,0.64,0.415273900000003
1,0,1.125,1.75,15.125,11.8408207122765,0.89202404375,6.04162416786292,0.65,1.625,2.0375,86.875,2.125,2.125,35.82493,0.0799999999999996,0.416516309999992
2,0.334,10,0,48.334,8.718286366,-0.4140442766,4.4512259717827,1.5333,2.334,1.73509,76.336,5,12.334,113.462933,0.27,0.430109130000005
1.375,0.375,10,8.75,67.75,7.9358546375,1.55500640625,4.53797988117672,1.425,4.25,2.255,73.375,5.625,11.75,166.160855625,0.76,0.43415687000001
1.75,1.5,10,3.5,57.25,7.814327,1.4112052125,4.56956064018959,1.425,4.25,2.105,79.75,5.25,13.25,138.27414225,0.58,0.435805630000004
2,1,10,1.75,50.75,5.8532154375,0.3019024175,3.06990469306179,1.5625,3,1.76375,79.125,5,13,120.3767875,0.03,0.437322590000008
2,0.5,10,0,48.5,7.39008785,-0.2105,3.69943631887185,1.55,2.5,1.735,77,5,12.5,113.6145,0.0900000000000001,0.43770619
1.625,0,10,3.5,55.625,8.87455525,0.2902116875,4.77811152724051,1.50625,2.875,1.9325,73.25,5.25,11.625,132.98204225,0.24,0.440907960000004
1.55555555555556,0.222222222222222,10,6.22222222222222,58,8.43136444444444,0.852974811111111,4.64070583907998,1.40555555555556,3.55555555555556,2.09444444444444,74.1111111111111,5.22222222222222,11.7777777777778,140.505030666667,0.12,0.442765650000013
2,1.25,10,12.25,77.25,6.2151994375,0.39521015875,3.24616926697156,1.81875,3.25,1.69,79.25,5.875,13.25,193.762275,0.16,0.443380130000008
1,0,10,0,45.002,7.592900206,1.296848521,4.44344551672506,1.57225,3.111,1.92667,71.111,4.889,11,102.9484358,0.03,0.446584120000011
2,2.375,10,12.25,78.375,6.998509075,0.80799840375,3.86390544315227,1.65625,4.375,1.9125,84.25,5.875,14.375,196.547325,0.0600000000000001,0.446856480000008
1.75,0.25,10,7,64,8.330370325,0.29716586,4.37965151091022,1.5875,3,1.885,74.5,5.5,12,156.54296725,0.0699999999999998,0.447190240000005
1.875,0,10,1.75,36.125,9.373116625,-0.25392371875,4.81941846302139,1.35,2.375,1.76125,75.25,4.25,11.875,81.853696125,0.89,0.449065730000001
1.8,1.6,10,0,49.4,7.3903812,1.15055076,4.26970500018082,1.48,3.8,1.954,80.6,5,13.4,116.54164,0.03,0.449070190000001
1.4,0,10,2.8,53.8,8.4731324,0.69551125,4.70222086639043,1.53,3,1.956,72.4,5.2,11.4,127.5049938,0.24,0.449452620000002
1.5,0.833,10,0,48.333,7.1999630959,1.0724888766,4.10094658986628,1.5417,3.333,1.91494,76.332,5,12.333,112.639136,0.03,0.450912710000011
2,0.75,10,0,48.75,6.588221775,0.04425,3.35526754626433,1.55,2.75,1.7575,78,5,12.75,114.21625,0.0900000000000001,0.457018040000008
2,1.66666666666667,10,4.66666666666667,60.3333333333333,6.84898453333333,0.5892638,3.68549512870089,1.6,3.66666666666667,2.02333333333333,81.3333333333333,5.33333333333333,13.6666666666667,146.909333333333,0.18,0.457219719999983
1.8,0.8,10,14,80.6,6.73174064,0.717764602,3.55868457944968,1.79,3.4,1.804,76.4,6,12.6,202.8999538,0.92,0.458710530000005
1.667,1.334,10,0,49.001,7.421279228,1.1761403324,4.29743821291298,1.49995,3.667,1.95001,79.004,5,13.001,115.0996806,0.03,0.460277179999991
2,0.666666666666667,10,0,42.6666666666667,6.92649256666667,-0.0399446166666667,3.50615425534703,1.46666666666667,2.66666666666667,1.76,78.3333333333333,4.66666666666667,12.6666666666667,98.984,0.03,0.460678770000001
2,0.6,10,0,48.6,7.06934142,-0.1086,3.5577235290347,1.55,2.6,1.744,77.4,5,12.6,113.8552,0.0900000000000001,0.46380889000001
1.429,0.429,10,0,47.858,6.8083762093,0.873125083,3.77535853534559,1.57855,3,1.86565,74.432,5,11.858,110.8496642,0.15,0.465195509999944
2,0.333,10,0,48.333,7.9257343881,-0.380673,3.94879298870356,1.55,2.333,1.71997,76.332,5,12.333,113.212531,0.0900000000000001,0.467048009999999
1.8,0,10,2.8,54.2,9.0401668,-0.11427795,4.72671758596242,1.51,2.6,1.86,74,5.2,11.8,129.3221138,0.85,0.467965379999999
1.833,0.833,10,14,80.666,6.6288708389,0.65214221902,3.48850538752897,1.80815,3.334,1.77364,76.664,6,12.666,203.144705923,0.92,0.468564020000002
1.6,1.6,10,0,49.2,7.5425022,1.0020844,4.27119929767707,1.44,4,2.008,80.2,5,13.2,116.252,0.24,0.471251860000024
2,0.2,10,2.8,54.6,8.41671346,-0.511989362,4.18923589208115,1.62,2.2,1.676,75.6,5.2,12.2,130.80546,0.0699999999999998,0.471256390000001
2,0.5,10,0,44,7.443324425,-0.2099584625,3.73131018217081,1.4875,2.5,1.7425,77.5,4.75,12.5,102.34075,0.03,0.471627700000006
2,0.667,10,0,48.667,6.8544413119,-0.040327,3.46582591605576,1.55,2.667,1.75003,77.668,5,12.667,114.016469,0.0900000000000001,0.47576171
2,2.25,10,3.5,58.25,7.3293175,1.0696431825,4.1999380070808,1.4875,4.25,1.975,84,5.25,14.25,141.2776,0.0600000000000001,0.476607180000002
1.667,0.667,10,4.662,58.99,6.9316087339,0.96820021325,3.76515533604186,1.4834,3.666,2.03308,76.003,5.333,12.334,142.173473477,0.76,0.479696390000001
2,1.25,10,0,49.25,6.175746275,0.50226755,3.30393487347043,1.525,3.25,1.825,80,5,13.25,115.791,0.18,0.479774469999995
2,1.875,10,12.25,75.625,7.2395076625,0.34977681875,3.78902070059106,1.7375,3.875,2.265,81.875,5.75,13.875,190.015375,0.52,0.486044770000007
1.636,0,10,2.548,53.46,8.777994936,0.1996611515,4.69448797488285,1.5227,2.728,1.88838,73.362,5.182,11.636,126.973323958,0.24,0.48610163
2,0.4,10,0,48.4,7.71083428,-0.3124,3.84679387414384,1.55,2.4,1.726,76.6,5,12.4,113.3738,0.0900000000000001,0.486568200000008
1.889,0,10,0,47.889,8.836467954,-0.495283497,4.49082509068448,1.55555,2.111,1.71664,74.556,5,11.889,111.9067492,0.24,0.488724870000006
2,0.888888888888889,10,3.11111111111111,56,7.21780473333333,-0.0278397333333333,3.66074972199592,1.60555555555556,2.88888888888889,1.87222222222222,78.3333333333333,5.22222222222222,12.8888888888889,134.545,0.0900000000000001,0.492173220000012
2,0.875,10,12.25,76.875,6.4689788875,0.19004654125,3.29705065655921,1.85625,2.875,1.62875,77.625,5.875,12.875,192.8867625,0.0699999999999998,0.492695019999999
1.5,1,10,0,48.5,7.460076,1.2082716,4.33251635808462,1.525,3.5,1.945,77,5,12.5,113.2891,0.03,0.494064530000003
2,1,10,2.8,55.4,5.85074202,0.303210638,3.06498205878636,1.62,3,1.748,78.8,5.2,13,132.73106,0.16,0.499175810000004
2,1.5,10,0,49.5,7.7563935,0.65405265,4.29403243773588,1.475,3.5,1.8925,81,5,13.5,117.13525,0.27,0.50137460000002
2,0,10,0,48,8.99382,-0.72,4.49730514096186,1.55,2,1.69,75,5,12,112.411,0,0.505685000000002
2,0.875,10,1.75,52.875,6.2275301875,0.17425664875,3.20971294622031,1.59375,2.875,1.74875,78.375,5.125,12.875,125.7127875,0.0699999999999998,0.506907150000004
2,0.444,10,0,48.444,7.5697058508,-0.267564,3.7812469128981,1.55,2.444,1.72996,76.776,5,12.444,113.479708,0.0900000000000001,0.507638099999994
2,0.444,10,6.216,62.652,7.7126434812,-0.25821638364,3.841823577639,1.7054,2.444,1.65892,76.332,5.444,12.444,153.2467012,0.0699999999999998,0.510638180000001
2,0.834,10,0,48.834,7.114554216,0.0954557234,3.66153207473858,1.5333,2.834,1.78009,78.336,5,12.834,114.666433,0.0900000000000001,0.510925110000002
2,0.167,10,0,48.167,8.4581734619,-0.549827,4.21331126324393,1.55,2.167,1.70503,75.668,5,12.167,112.812969,0.0900000000000001,0.514220460000001
2,0.556,10,7.784,66.348,7.3894638188,-0.14173042636,3.69215219927879,1.7446,2.556,1.65108,76.668,5.556,12.556,163.5475988,0.0699999999999998,0.519326089999993
2,2.14285714285714,10,10,73,6.89465988571429,0.591218398571429,3.71538106066518,1.64285714285714,4.14285714285714,2.04,83.2857142857143,5.71428571428571,14.1428571428571,181.568171428571,0.24,0.52308720000002
2,1,10,1.75,53,6.3910792625,0.17884015,3.29501960110665,1.58125,3,1.8375,78.875,5.125,13,126.064875,0.0900000000000001,0.524398149999996
2,1,10,8.4,68.2,5.97951466,0.311631914,3.10918309061544,1.76,3,1.684,78.4,5.6,13,168.55718,0.16,0.524993530000003
2,1.125,10,3.5,57.125,6.030387675,0.30884679875,3.15207861247811,1.625,3.125,1.82875,79.25,5.25,13.125,137.5614125,0.16,0.52531012
1.556,0,10,0,47.556,8.364411816,0.178866012,4.4714409076761,1.5722,2.444,1.79656,73.224,5,11.556,110.3939968,0.24,0.53118997
1.8,0.8,10,2.8,55,6.47419536,0.70092205,3.45822125350112,1.51,3.4,1.932,77.2,5.2,12.6,131.2477138,0.76,0.53335417000001
2,1.111,10,1.554,52.663,5.9673216862,0.3054070532,3.12723326699533,1.57775,3.111,1.84105,79.333,5.111,13.111,125.072402,0.55,0.534199870000009
1.875,0,10,0,47.875,8.81662175,-0.466940875,4.49000845040524,1.55625,2.125,1.72,74.5,5,11.875,111.84315,0.24,0.537952850000004
2,0.875,10,0,46.625,6.213907025,0.17189576875,3.20911924503537,1.51875,2.875,1.7725,78.75,4.875,12.875,108.88025,0.03,0.540043050000001
2,1.2,10,11.2,74.8,6.3055795,0.323176154,3.26574575429987,1.81,3.2,1.794,79,5.8,13.2,187.03358,0.16,0.544415560000005
1.125,0.25,10,0,47.375,7.5471945,1.28042265,4.41233153855363,1.58125,3.125,1.93375,72.5,5,11.375,109.223425,0.03,0.54906951000001
2,0.2,10,0,48.2,8.35232714,-0.5162,4.15935161610649,1.55,2.2,1.708,75.8,5,12.2,112.8924,0.0900000000000001,0.550801760000006
2,0.889,10,12.446,77.337,6.4285814297,0.20460728591,3.28071415181738,1.86115,2.889,1.62777,77.667,5.889,12.889,194.1743747,0.0699999999999998,0.552024080000003
2,1,10,0,40,8.3690575,0.2460351,4.45667664109765,1.4,3,1.805,79.5,4.5,13,92.0595,0.31,0.554680760000004
2,1.125,10,1.75,53.125,6.0212924375,0.40326542375,3.18506540432639,1.58125,3.125,1.7825,79.375,5.125,13.125,126.5001625,0.16,0.557175380000018
2,1,10,5.6,61.8,5.91512834,0.307421276,3.08700346456208,1.69,3,1.716,78.6,5.4,13,150.64412,0.16,0.561690080000005
2,1,10,6.216,63.208,5.9292933304,0.30834761636,3.09186936745552,1.7054,3,1.70896,78.556,5.444,13,154.5849932,0.16,0.562755609999996
2,0.556,10,0,48.556,7.2104698492,-0.153436,3.61939576881498,1.55,2.556,1.74004,77.224,5,12.556,113.749292,0.0900000000000001,0.56441126
2,1.25,10,5.25,61.25,6.2341782,0.31606194875,3.25036465179996,1.65625,3.25,1.8975,79.625,5.375,13.25,149.1091625,0.16,0.569917429999975
2,0.889,10,9.338,70.233,6.3571126145,0.19993347773,3.25474674967042,1.78345,2.889,1.66329,77.889,5.667,12.889,174.2908781,0.0699999999999998,0.573281390000005
2,1.5,10,3.5,57.5,6.583327325,0.51669785,3.51318945270062,1.5875,3.5,1.9625,80.75,5.25,13.5,138.8865,0.18,0.57678998999998
2,0.833,10,0,48.833,6.3220022381,0.128827,3.24823594135579,1.55,2.833,1.76497,78.332,5,12.833,114.416031,0.0900000000000001,0.577684480000002
2,1.125,10,1.75,53.125,6.374683775,0.25204526625,3.31830220617217,1.55625,3.125,1.79875,79.5,5.125,13.125,126.287425,0.0900000000000001,0.580037439999998
2,2.5,10,10.5,74.5,7.332907475,0.838378915,4.08576598173718,1.6125,4.5,2.0825,84.75,5.75,14.5,185.9677,0.0600000000000001,0.580401380000012
2,1.273,10,11.452,75.449,6.4068869286,0.32623187615,3.31829515761821,1.809,3.273,1.84295,79.274,5.818,13.273,188.8513745,0.16,0.58428022999999
2,1.555,10,4.662,60.211,6.3001352728,0.44823344606,3.34406113876731,1.58885,3.555,1.89433,81.109,5.333,13.555,145.9764548,0.24,0.584898469999999
2,2,10,8.75,70,7.3893941875,0.639977075,4.01386784468528,1.66875,4,2.19125,82.375,5.625,14,174.01625,0.37,0.586357850000013
2,1.875,10,12.25,77.875,7.597426925,0.29533616625,3.98957112997565,1.74375,3.875,2.21125,81.75,5.875,13.875,195.573925,0.31,0.587286919999997
2,0.625,10,0,44.125,7.0423913875,-0.0825834625,3.55350682081086,1.4875,2.625,1.75375,78,4.75,12.625,102.641625,0.03,0.590265689999995
2,1.778,10,14,81.778,7.7519913751,0.2594051468,4.01942020580103,1.7667,4,2.29337,81.112,6,13.778,206.46629,0.33,0.596184490000013
2,1,10,1.554,52.552,5.8220901076,0.30133690409,3.05523310696927,1.58885,3,1.76224,78.889,5.111,13,124.7597483,0.16,0.598196510000008
2,1.667,10,7,65.667,6.8616307041,0.4636433234,3.63508892062036,1.6583,3.667,2.08506,81.168,5.5,13.667,161.658964,0.18,0.601173840000001
2,2,10,7.784,67.792,7.3843736164,0.692096156,4.03700079626323,1.6446,4,2.16572,82.444,5.556,14,167.91044,0.37,0.602480870000008
1.33366633366633,0.166833166833167,10,9.32867132867133,65.8201798201798,8.64864724475524,1.46842935444555,5.00180257747676,1.37502497502498,4.16583416583417,2.2764035964036,72.6693306693307,5.4995004995005,11.5004995004995,161.631448074925,0.12,0.603207310000016
2,1.57142857142857,10,4,58.7142857142857,6.69718041428571,0.547797542857143,3.58602572548047,1.59285714285714,3.57142857142857,1.98857142857143,81,5.28571428571429,13.5714285714286,142.324857142857,0.18,0.603614260000001
1.833,0.833,10,0,48.666,6.0852653761,0.466913991,3.2411969705593,1.55835,3,1.80505,77.664,5,12.666,113.6573834,0.15,0.604387709999998
2,2.167,10,14,82.167,7.3947755287,0.45452323531,3.92721361184083,1.7666,4.167,2.27823,82.835,6,14.167,207.4973268,0.31,0.604897550000004
2,1.75,10,7,65.75,6.990908375,0.53112815,3.73569716209399,1.65,3.75,2.1,81.5,5.5,13.75,161.982,0.18,0.605151379999995
2,1.75,10,0,49.75,6.954527425,0.90880265,3.89454674687714,1.475,3.75,1.915,82,5,13.75,117.737,0.18,0.605371160000004
2,1.375,10,12.25,77.375,6.4709773875,0.52640600375,3.38034311093793,1.8375,3.375,1.68,79.75,5.875,13.375,194.7853875,0.48,0.606140159999995
2,1,10,12.25,77,6.06804585,0.31742154125,3.13994051007195,1.85625,3,1.64,78.125,5.875,13,193.1876375,0.16,0.607105449999992
2,1.4,10,14,81.4,7.19540527,0.254381876,3.68388408332014,1.81,3.6,2.013,79.6,6,13.4,205.41232,0.33,0.607249569999993
2,1.222,10,1.554,52.774,5.9527624933,0.37041319643,3.14684768282596,1.55555,3.222,1.80664,79.888,5.111,13.222,125.2700264,0.24,0.609182269999991
2,1.333,10,0,49.333,6.3050239459,0.5697523766,3.39537777481946,1.5167,3.333,1.83994,80.332,5,13.333,116.114036,0.18,0.609692359999997
2,0.375,10,0,48.375,7.7910208875,-0.337875,3.88454141246004,1.55,2.375,1.72375,76.5,5,12.375,113.313625,0.0900000000000001,0.610072820000006
1.636,0,10,2.548,53.46,8.976210317,-0.0521180853,4.70078901279448,1.49995,2.728,1.89111,73.544,5.182,11.636,127.254932558,0.34,0.610304479999996
2,1.4,10,0,49.4,6.40938062,0.62422808,3.47103594355602,1.51,3.4,1.852,80.6,5,13.4,116.3748,0.18,0.61399911999996
2,1.875,10,12.25,77.875,7.2440355875,0.44655632375,3.82938147120814,1.76875,3.875,2.195,81.625,5.875,13.875,195.7866625,0.34,0.614115980000008
2,0.875,10,14,80.875,6.6494393875,0.21504654125,3.3589786122832,1.85,3.125,1.6675,77.5,6,12.875,203.9091375,0.38,0.614143720000016
2,0.5,10,14,80.5,8.27289565,-0.099973405,4.05728001283,1.7,3.5,1.81,76,6,12.5,202.48665,0.38,0.618559370000007
2,0.8,10,14,80.8,6.97413064,0.152042552,3.48829164008917,1.82,3.2,1.696,77.2,6,12.8,203.62464,0.38,0.620790600000007
2,2,10,10.5,69.5,7.02954445,0.48924267,3.74257659440939,1.625,4,2.1225,83,5.5,14,173.27585,0.21,0.623799630000008
2,1.625,10,5.25,61.625,6.78711785,0.523913,3.62273541241315,1.61875,3.625,2.03125,81.125,5.375,13.625,150.43425,0.18,0.62448169000001
2,0.8,10,11.2,74.4,6.68539384,0.112042552,3.38596291467708,1.83,2.8,1.634,77.4,5.8,12.8,185.98884,0.0699999999999998,0.625795320000002
2,1.75,10,12.25,77.75,7.6138224125,0.22213105,3.96157861958065,1.76875,3.75,2.25,81.125,5.875,13.75,195.351375,0.64,0.629916469999984
2,1.125,10,0,49.125,5.9810509875,0.400633775,3.17084576106984,1.5375,3.125,1.8025,79.5,5,13.125,115.3045,0.18,0.630746360000018
2,1.167,10,0,49.167,6.0464686041,0.4347827234,3.21495467428937,1.5333,3.167,1.81006,79.668,5,13.167,115.467964,0.18,0.633323289999993
2,0.889,10,14,80.889,6.5888303537,0.22680728591,3.33537653802817,1.8556,3.111,1.66218,77.556,6,12.889,203.9622437,0.38,0.634926840000006
2,1.444,10,6.216,63.652,6.5102196448,0.3246282128,3.39378902011302,1.661,3.444,2.0242,80.332,5.444,13.444,155.835608,0.55,0.639416580000017
2,1.556,10,0,49.556,6.6523603388,0.7510670312,3.65379224076899,1.4944,3.556,1.88008,81.224,5,13.556,116.981952,0.18,0.642972170000007
2,1.667,10,0,49.667,6.8252497541,0.8413178234,3.78966043448652,1.4833,3.667,1.90006,81.668,5,13.667,117.413964,0.18,0.64347380000001
2,1.556,10,7.784,67.348,6.6928159552,0.3310929872,3.48845432931486,1.689,3.556,2.0858,80.668,5.556,13.556,166.182392,0.55,0.64848194999999
2,1.25,10,1.75,53.25,6.1848415125,0.407848925,3.26971698525896,1.56875,3.25,1.87125,79.875,5.125,13.25,126.85225,0.18,0.650270079999999
2,1.375,10,3.5,57.375,6.1775412625,0.38663541625,3.25871801904626,1.5875,3.375,1.87875,80.375,5.25,13.375,138.13605,0.24,0.659126450000002
2,1.111,10,0,49.111,5.9592451153,0.3892507922,3.15627768474496,1.5389,3.111,1.79998,79.444,5,13.111,115.250012,0.18,0.659857319999986
2,1.889,10,12.446,78.337,7.2357139138,0.3503141468,3.78579945568613,1.77225,3.889,2.26895,81.667,5.889,13.889,196.945598,0.55,0.661138780000002
2,2,10,11.2,75.6,7.40212752,0.507791,3.9557900054708,1.73,4,2.256,82.2,5.8,14,189.502,0.37,0.66327186999996
2,1.5,10,0,49.5,6.56513685,0.7055351,3.58710591053125,1.5,3.5,1.87,81,5,13.5,116.764,0.18,0.663754140000009
2,1.125,10,14,81.125,6.271836375,0.32463669125,3.23784806707878,1.8875,3.125,1.70875,78.5,6,13.125,204.7353875,0.71,0.665468389999987
2,1.75,10,12.25,77.75,7.0493403,0.34492254875,3.67512631771263,1.78125,3.75,2.1725,81.125,5.875,13.75,195.3001625,0.16,0.668324509999991
2,1.8,10,11.2,75.4,7.09061506,0.34517696,3.70393239817386,1.75,3.8,2.22,81.4,5.8,13.8,188.7236,0.55,0.668414489999975
1.889,0,10,1.554,51.441,9.019542474,-0.38382426225,4.62321836319398,1.5278,2.333,1.78435,74.445,5.111,11.889,121.796668159,0.85,0.671134410000001
2,1,10,14,81,6.1082873,0.32005319,3.15402155887231,1.9,3,1.62,78,6,13,204.3833,0,0.684826270000031
2,1.4,10,2.8,55.8,6.08618776,0.427672426,3.23256691466116,1.56,3.4,1.828,80.6,5.2,13.4,133.65048,0.24,0.684881719999993
2,1.6,10,8.4,68.8,6.76455022,0.33363272,3.52636268944757,1.7,3.6,2.11,80.8,5.6,13.6,170.2472,0.55,0.691216190000006
2,0.875,10,0,48.875,6.1872887375,0.171625,3.19538326464166,1.55,2.875,1.76875,78.5,5,12.875,114.517125,0.0900000000000001,0.695123359999968
2,1.625,10,8.75,69.625,6.805308325,0.33507575,3.54808476756962,1.70625,3.625,2.12375,80.875,5.625,13.625,172.55675,0.55,0.695701570000011
2,0.889,10,0,48.889,6.1423842373,0.185891,3.17795750727805,1.55,2.889,1.77001,78.556,5,12.889,114.550823,0.0900000000000001,0.703510690000016
2,2.111,10,14,82.111,7.4021207071,0.42172734323,3.91484498615593,1.7778,4.111,2.29559,82.555,6,14.111,207.3976244,0.31,0.705502470000013
2,1.625,10,14,81.625,7.6307338375,0.24254754875,3.93149827489979,1.775,3.875,2.2,80.5,6,13.625,206.0216625,0.33,0.730719410000006
2,1.6,10,7,65.6,6.75727403,0.40916762,3.55585488922427,1.665,3.6,2.073,80.9,5.5,13.6,161.3982,0.18,0.744053900000012
2,1.875,10,14,81.875,7.253130825,0.35213769875,3.78972168609766,1.8125,3.875,2.24125,81.5,6,13.875,206.8479125,0.71,0.797488109999989
2,3,10,7,67,8.21324395,1.16379845,4.62185586865605,1.6,5,2.215,87,5.5,15,167.4,0.23,0.951632329999995
1.714,0.714,10,14,80.428,6.9998255762,0.88878050916,3.74828130780454,1.7427,3.572,1.88312,75.712,6,12.428,202.262114934,0.92,1.00565830000002
2,1.125,10,1.75,53.125,5.990146225,0.30621515,3.13800623791237,1.58125,3.125,1.84875,79.375,5.125,13.125,126.36575,0.55,1.05557540999996
2,0,10,14,80,10.437504,-0.52,5.21921641791045,1.5,4,2,74,6,12,200.59,0,1.43388578
1,0,10,4.2,56.6,8.07103,1.605714175,4.80191204873155,1.525,3.6,2.113,70.7,5.3,11,134.5977107,0.61,1.83360794000001
