slab_comp,chemicalComposition,surfaceComposition,Equation,sites,id,pubId,dftCode,dftFunctional,reactants,products,facet,activationEnergy,reactionEnergy
Ag-0.8-La-0.2,Ag9La3,Ag3La,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDAxNzQ5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0406928558377615
Ag-0.8-Mo-0.2,Ag9Mo3,Ag3Mo,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ4MDY0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.432336915858258
Ag-0.8-Nb-0.2,Ag9Nb3,Ag3Nb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ3MzQ3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.371155520761903
Ag-0.8-Ni-0.2,Ag9Ni3,Ag3Ni,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDAxOTUw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0399177395583763
Ag-0.8-Os-0.2,Ag9Os3,Ag3Os,0.5H2(g) + * -> H*,"{""H"": ""hollow-tilt|A_A_B|HCP""}",UmVhY3Rpb246NDAxODU2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.60634038205805
Ag-0.8-Pb-0.2,Ag9Pb3,Ag3Pb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246Mzk5NDA5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.346115197048704
Ag-0.8-Pd-0.2,Ag9Pd3,Ag3Pd,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ2OTY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.130617363641278
Ag-0.8-Pt-0.2,Ag9Pt3,Ag3Pt,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU0NDY1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.227120359652844
Ag-0.8-Re-0.2,Ag9Re3,Ag3Re,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQyNzgw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.634788931557495
Ag-0.8-Rh-0.2,Ag9Rh3,Ag3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ0MzMx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.268836227455694
Ag-0.8-Ru-0.2,Ag9Ru3,Ag3Ru,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ3Nzg4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.394916092954162
Ag-0.8-Sc-0.2,Ag9Sc3,Ag3Sc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAxNzU3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0923675459625599
Ag-0.8-Sn-0.2,Ag9Sn3,Ag3Sn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ0ODYw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.373443862045889
Ag-0.8-Ta-0.2,Ag9Ta3,Ag3Ta,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUzNTQx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.479593565657495
Ag-0.8-Tc-0.2,Ag9Tc3,Ag3Tc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAxODQw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.445411849758756
Ag-0.8-Ti-0.2,Ag9Ti3,Ag3Ti,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQzNzcw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.220122544159466
Ag-0.8-Tl-0.2,Ag9Tl3,Ag3Tl,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzgzNDg1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.793134831445997
Ag-0.8-V-0.2,Ag9V3,Ag3V,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAxODEx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.281952114454697
Ag-0.8-W-0.2,Ag9W3,Ag3W,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAxODMw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.580297863255481
Ag-0.8-Y-0.2,Ag9Y3,Ag3Y,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAxNzQy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0326275376564524
Ag-0.8-Zn-0.2,Ag9Zn3,Ag3Zn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246Mzk5MDQz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.395082354444668
Ag-0.8-Zr-0.2,Ag9Zr3,Ag3Zr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAxNzY2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.248892051858064
Al-1.0,Al12,Al,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzM5NTg4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.302502967932043
Al-0.2-Au-0.8,Al3Au9,Au3Al,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDI2MzQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.312747101542328
Al-0.2-Cd-0.8,Al3Cd9,Cd3Al,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAyNTE2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.320634321141398
Al-0.2-Co-0.8,Al3Co9,Co3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ3Mzc0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.542002330351323
Al-0.2-Cr-0.8,Al3Cr9,Cr3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ3MTEz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.936659915157151
Al-0.2-Cu-0.8,Al3Cu9,Cu3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ3Njcw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0413019826582683
Al-0.2-Fe-0.8,Al3Fe9,Fe3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQxMzc4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.53569146625793
Al-0.2-Ga-0.8,Al3Ga9,Ga3Al,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5MzEw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.320884665940895
Al-0.2-Hf-0.8,Al3Hf9,Hf3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ3Mjg2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.03859348695821
Al-0.2-Hg-0.8,Al3Hg9,Hg3Al,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMTMy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.234164298540264
Al-0.2-In-0.8,Al3In9,In3Al,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5NDI5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.255206181341265
Al-0.2-Ir-0.8,Al3Ir9,Ir3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ5MDg1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.294310164455027
Al-0.2-La-0.8,Al3La9,La3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ3NTI4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.679119677256466
Al-0.2-Mo-0.8,Al3Mo9,Mo3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQzMDk5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.896129239058581
Al-0.2-Nb-0.8,Al3Nb9,Nb3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ4OTU1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.992032904257002
Al-0.2-Ni-0.8,Al3Ni9,Ni3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ4OTM0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.587438946756237
Al-0.2-Os-0.8,Al3Os9,Os3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDEzMzYz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.321423451258823
Al-0.2-Pb-0.8,Al3Pb9,Pb3Al,0.5H2(g) + * -> H*,"{""H"": ""bridge-tilt|A_B|A""}",UmVhY3Rpb246NDA0NTQ1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.196901029442444
Al-0.2-Pd-0.8,Al3Pd9,Pd3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ1NzY4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.2357480010605
Al-0.2-Pt-0.8,Al3Pt9,Pt3Al,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDI4OTcx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.278978318455273
Al-0.2-Re-0.8,Al3Re9,Re3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ4MDk0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.545231505358032
Al-0.2-Rh-0.8,Al3Rh9,Rh3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDIxMzAw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.347161338758241
Al-0.2-Ru-0.8,Al3Ru9,Ru3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDE3MDc2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.444971569558192
Al-0.2-Sc-0.8,Al3Sc9,Sc3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQyODU3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.14365881695718
Al-0.2-Sn-0.8,Al3Sn9,Sn3Al,0.5H2(g) + * -> H*,"{""H"": ""bridge-tilt|A_B|A""}",UmVhY3Rpb246MzY4Njcy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.267895121743123
Al-0.2-Ta-0.8,Al3Ta9,Ta3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ4NzEx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.03173853116002
Al-0.2-Tc-0.8,Al3Tc9,Tc3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDExMzky,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.554823926256148
Al-0.2-Ti-0.8,Al3Ti9,Ti3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA3MDE5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.08086092955907
Al-0.2-Tl-0.8,Al3Tl9,Tl3Al,0.5H2(g) + * -> H*,"{""H"": ""top-tilt|B""}",UmVhY3Rpb246NDA0MjYx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.152126193942451
Al-0.2-V-0.8,Al3V9,V3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ1MzU2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.04398297365967
Al-0.2-W-0.8,Al3W9,W3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ0MzYx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.925317393956874
Al-0.2-Y-0.8,Al3Y9,Y3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA1NTk3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.09912915605761
Al-0.2-Zn-0.8,Al3Zn9,Zn3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDI5MDMx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.45813153903967
Al-0.2-Zr-0.8,Al3Zr9,Zr3Al,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQzODY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.04133489785906
Al-0.5-Au-0.5,Al6Au6,AlAu,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzUzNTY3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.263577899641888
Al-0.5-Bi-0.5,Al6Bi6,AlBi,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzQ5OTM5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.007878648058039
Al-0.5-Cd-0.5,Al6Cd6,AlCd,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzU3ODI0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.311280544042376
Al-0.5-Co-0.5,Al6Co6,AlCo,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU2ODM3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.501473151059116
Al-0.5-Cr-0.5,Al6Cr6,AlCr,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU5NjQ0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.556522868958354
Al-0.5-Cu-0.5,Al6Cu6,AlCu,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU5NDk2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.331615202944732
Al-0.5-Fe-0.5,Al6Fe6,AlFe,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDI4MjQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.448970962758693
Al-0.5-Ga-0.5,Al6Ga6,AlGa,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzUxMTEw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.296815788738087
Al-0.5-Hf-0.5,Al6Hf6,AlHf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU1Mjk0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.716128519959028
Al-0.5-Hg-0.5,Al6Hg6,AlHg,0.5H2(g) + * -> H*,"{""H"": ""top-tilt|A""}",UmVhY3Rpb246MzUxNTY3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.325671692563475
Al-0.5-In-0.5,Al6In6,AlIn,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzU1NzQz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.294016961842345
Al-0.5-Ir-0.5,Al6Ir6,AlIr,0.5H2(g) + * -> H*,"{""H"": ""top-tilt|B""}",UmVhY3Rpb246MzU1NTMx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.438079470356541
Al-0.5-La-0.5,Al6La6,AlLa,0.5H2(g) + * -> H*,"{""H"": ""hollow-tilt|A_B_B|HCP""}",UmVhY3Rpb246MzUxNjAz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.636933188608026
Al-0.5-Mn-0.5,Al6Mn6,AlMn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU2NTIw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.417507936260307
Al-0.5-Mo-0.5,Al6Mo6,AlMo,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU0OTQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.509015738357419
Al-0.5-Nb-0.5,Al6Nb6,AlNb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU2ODA4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.588206443758253
Al-0.5-Ni-0.5,Al6Ni6,AlNi,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzUxNTgx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.159156254957423
Al-0.5-Os-0.5,Al6Os6,AlOs,0.5H2(g) + * -> H*,"{""H"": ""top-tilt|B""}",UmVhY3Rpb246MzUzMTQ2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.470225366457242
Al-0.5-Pb-0.5,Al6Pb6,AlPb,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDAyNTkx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.317256844243303
Al-0.5-Pd-0.5,Al6Pd6,AlPd,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU3NTcw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.180688078741724
Al-0.5-Pt-0.5,Al6Pt6,AlPt,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU3MjI1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.156623419342424
Al-0.5-Re-0.5,Al6Re6,AlRe,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDEwNDQ5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.303342983356714
Al-0.5-Rh-0.5,Al6Rh6,AlRh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzUyMDMw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.205309891257429
Al-0.5-Ru-0.5,Al6Ru6,AlRu,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU5NzQ1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.478935050158697
Al-0.5-Sc-0.5,Al6Sc6,AlSc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU2NTAw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.706210514727871
Al-0.5-Sn-0.5,Al6Sn6,AlSn,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzUwODI1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.267223136640524
Al-0.5-Ta-0.5,Al6Ta6,AlTa,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU3NDM0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.654529293858076
